City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,oroqen zizhiqi,50.5667,123.7167,3.2,95,12,3.42,CN,1699731490
287,agadez,19.75,10.25,77.4,14,73,7.49,NE,1699731491
288,kuanda,56.3161,116.0806,1.47,96,88,0.98,RU,1699731492
289,kone,-21.0595,164.8658,72.1,69,33,5.01,NC,1699731493
290,mhamid,29.82,-5.72,75.88,22,4,5.64,MA,1699731494
291,at taj,24.2049,23.2857,71.87,35,99,12.01,LY,1699731495
292,curuzu cuatia,-29.7917,-58.0546,92.59,55,83,9.24,AR,1699731497
293,seclin,50.55,3.0333,46.89,86,25,0.0,FR,1699731498
294,salalah,17.0151,54.0924,80.69,78,0,3.44,OM,1699731498
295,ulladulla,-35.35,150.4667,58.77,80,92,3.6,AU,1699731499
296,hamilton,39.1834,-84.5333,53.6,49,0,8.05,US,1699731268
297,anatoli,39.6389,20.8653,51.93,83,75,1.14,GR,1699731500
298,novodvinsk,64.4165,40.8122,18.79,98,72,2.59,RU,1699731501
299,kavaratti,10.5669,72.642,83.21,76,99,4.23,IN,1699731502
300,marsh harbour,26.5412,-77.0636,80.38,74,24,13.29,BS,1699731323
301,lompoc,34.6391,-120.4579,81.01,33,0,3.44,US,1699731503
302,ulcinj,41.9294,19.2244,50.99,60,1,8.21,ME,1699731504
303,revda,56.801,59.9303,34.21,99,100,2.91,RU,1699731505
304,florencia,43.7667,11.25,55.24,86,20,2.3,IT,1699731450
305,tapon,10.0631,123.4453,78.49,86,59,3.18,PH,1699731506
306,hobyo,5.3505,48.5268,80.67,81,100,8.61,SO,1699731507
307,suva,-18.1416,178.4415,74.68,94,75,6.91,FJ,1699731500
308,rockland,41.1668,-74.0496,53.85,52,72,1.01,US,1699731326
309,mendaha,-1.0333,103.5833,76.05,92,49,2.04,ID,1699731509
310,port mathurin,-19.6833,63.4167,76.73,82,6,5.08,MU,1699731510
311,afaahiti,-17.75,-149.2833,85.87,81,87,14.43,PF,1699731510
312,chinchilla,-26.75,150.6333,64.42,80,23,11.56,AU,1699731511
313,kyongsong,41.5878,129.6061,28.27,47,2,4.68,KP,1699731512
314,broken hill,-31.95,141.4333,62.04,30,31,16.13,AU,1699731513
315,alaghsas,17.0187,8.0168,81.55,15,57,9.62,NE,1699731513
316,castelli,-25.9468,-60.6195,113.25,17,67,11.27,AR,1699731514
317,enewetak,11.3474,162.3373,82.8,76,79,15.88,MH,1699731515
318,nabire,-3.3667,135.4833,75.25,88,97,4.5,ID,1699731516
319,talcahuano,-36.7167,-73.1167,55.08,58,20,19.57,CL,1699731517
320,prudentopolis,-25.2131,-50.9778,88.02,43,27,3.98,BR,1699731518
321,praia da vitoria,38.7333,-27.0667,68.25,77,20,8.9,PT,1699731519
322,vernon,50.2581,-119.2691,49.53,62,95,15.01,CA,1699731519
323,tofol,5.3248,163.0078,78.58,89,100,3.44,FM,1699731520
324,katabu,-4.9333,122.5167,74.07,95,69,2.59,ID,1699731521
325,valparaiso,-33.0393,-71.6273,66.0,67,75,5.75,CL,1699731522
326,manta,-0.95,-80.7333,80.38,69,100,12.66,EC,1699731523
327,enchanted hills,35.3368,-106.593,55.27,54,4,3.0,US,1699731460
328,myshkin,57.7897,38.4545,38.08,88,100,6.04,RU,1699731525
329,goure,13.9835,10.2704,84.33,15,67,7.76,NE,1699731526
330,leer,53.2316,7.461,46.94,96,96,1.01,DE,1699731527
331,nishinoomote,30.7333,131.0,66.38,65,100,18.59,JP,1699731527
332,inhuma,-6.6683,-41.7078,96.91,16,63,5.12,BR,1699731528
333,ha'il,27.5219,41.6907,68.02,37,0,4.61,SA,1699731529
334,mawu,29.5923,107.3139,55.9,92,82,2.82,CN,1699731530
335,portland,45.5234,-122.6762,54.45,91,100,8.99,US,1699731145
336,sidi merouane,36.5206,6.2611,65.68,60,12,2.26,DZ,1699731531
337,port saint john's,-31.6229,29.5448,67.53,88,97,12.01,ZA,1699731532
338,kyzyl-suu,42.3414,78.0056,38.71,45,100,5.55,KG,1699731532
339,jayapura,-2.5333,140.7,78.19,92,100,5.06,ID,1699731533
340,haiku-pauwela,20.9219,-156.3051,79.16,67,20,20.71,US,1699731534
341,laranjeiras do sul,-25.4078,-52.4161,84.02,62,30,4.79,BR,1699731535
342,khenchela,35.4358,7.1433,55.51,51,48,3.71,DZ,1699731535
343,kununurra,-15.7667,128.7333,73.38,94,75,0.0,AU,1699731536
344,nova sintra,14.8667,-24.7167,72.75,71,23,12.3,CV,1699731537
345,waslala,13.2333,-85.3833,79.68,92,88,4.92,NI,1699731537
346,colares,38.7992,-9.4469,65.98,91,97,11.81,PT,1699731538
347,banda aceh,5.5577,95.3222,79.77,83,100,3.29,ID,1699731441
348,phan thiet,10.9333,108.1,75.99,88,77,5.61,VN,1699731540
349,okha,53.5739,142.9478,21.52,85,100,17.07,RU,1699731541
350,klaksvik,62.2266,-6.589,36.52,63,95,16.06,FO,1699731542
351,santana,-0.0583,-51.1817,91.58,52,40,16.11,BR,1699731543
352,irtyshsk,53.3333,75.4572,40.44,79,100,7.94,KZ,1699731543
353,arno,60.1167,18.6333,40.78,95,13,4.36,SE,1699731544
354,sabang,5.8933,95.3214,80.51,82,100,7.0,ID,1699731545
355,nagqu,31.5,92.0,24.94,63,100,9.82,CN,1699731385
356,lazaro cardenas,17.9583,-102.2,86.36,64,6,7.05,MX,1699731370
357,mohr,54.3528,9.7167,44.74,97,58,3.44,DE,1699731548
358,suntar,62.1444,117.6319,16.88,82,100,11.03,RU,1699731548
359,arkhangel'sk,64.5401,40.5433,19.13,98,64,1.72,RU,1699731549
360,baruun-urt,46.6806,113.2792,-0.81,89,15,5.21,MN,1699731551
361,chust,41.0094,71.2287,43.99,30,100,1.5,UZ,1699731551
362,al miqdadiyah,33.9786,44.9369,74.98,31,83,4.76,IQ,1699731553
363,dryden,49.7833,-92.7503,28.69,80,100,8.05,CA,1699731553
364,walvis bay,-22.9575,14.5053,63.55,77,100,8.05,NA,1699731554
365,elliot lake,46.3834,-82.6331,34.03,68,98,3.18,CA,1699731555
366,taybad,34.74,60.7756,50.7,72,0,6.82,IR,1699731556
367,nyandoma,61.669,40.1991,34.7,99,100,1.77,RU,1699731556
368,sitka,57.0531,-135.33,40.89,81,75,6.91,US,1699731301
369,lilongwe,-13.9669,33.7873,70.92,75,7,4.83,MW,1699731558
370,ghardaia,32.4909,3.6735,70.95,28,0,4.61,DZ,1699731559
371,mwinilunga,-11.7358,24.4293,63.09,91,56,1.48,ZM,1699731560
372,gizo,-8.103,156.8419,81.54,73,100,17.25,SB,1699731560
373,pariaman,-0.619,100.12,73.45,89,21,3.53,ID,1699731561
374,puerto aysen,-45.4,-72.7,43.54,98,100,5.39,CL,1699731562
375,raja,8.4596,25.678,75.67,72,92,5.01,SS,1699731563
376,tadmur,34.5608,38.2805,65.66,48,84,4.61,SY,1699731563
377,ulan bator,47.9077,106.8832,-2.07,78,0,2.24,MN,1699731513
378,sao jose da tapera,-9.5583,-37.3811,87.13,34,8,19.39,BR,1699731565
379,qingyuan,23.7,113.0333,71.58,87,100,7.29,CN,1699731566
380,umm kaddadah,13.6017,26.6876,84.87,26,94,6.49,SD,1699731566
381,bangui,4.3612,18.555,72.03,95,57,0.89,CF,1699731553
382,nadi,-17.8,177.4167,78.8,69,75,9.22,FJ,1699731568
383,piacabucu,-10.4056,-36.4344,79.88,68,4,11.36,BR,1699731568
384,chifeng,42.2683,118.9636,12.56,81,14,4.38,CN,1699731569
385,decorah,43.3033,-91.7857,45.52,57,0,9.22,US,1699731570
386,bonthe,7.5264,-12.505,79.11,83,100,7.18,SL,1699731570
387,afif,23.9065,42.9172,70.47,27,6,8.97,SA,1699731571
388,malvan,16.0667,73.4667,80.92,62,63,6.6,IN,1699731572
389,shimokizukuri,40.8061,140.3861,38.52,88,100,7.54,JP,1699731572
390,kuqa,41.7278,82.9364,43.21,52,54,2.82,CN,1699731573
391,vilyuchinsk,52.9306,158.4028,35.87,73,59,43.98,RU,1699731574
392,papao,-17.75,-149.55,87.48,78,67,12.5,PF,1699731574
393,alliston,44.1501,-79.8663,39.07,67,99,4.0,CA,1699731575
394,beira,-19.8436,34.8389,75.29,100,0,5.75,MZ,1699731576
395,gamba,-2.65,10.0,75.29,95,100,2.77,GA,1699731577
396,newman,37.3138,-121.0208,67.23,41,100,4.0,US,1699731350
397,uyuni,-20.4597,-66.825,63.95,19,12,17.11,BO,1699731578
398,angaur state,6.906,134.13,83.91,76,100,15.03,PW,1699731579
399,pont rouge,48.8833,-72.0825,30.49,81,100,9.48,CA,1699731579
400,kusadasi,37.8556,27.2566,75.76,86,99,11.14,TR,1699731580
401,cill airne,52.05,-9.5167,45.66,92,100,17.45,IE,1699731581
402,lethem,3.3803,-59.7968,93.58,41,98,7.72,GY,1699731582
403,la toma,-33.0526,-65.6238,87.67,14,0,7.45,AR,1699731582
404,zalingei,12.9096,23.4741,78.39,32,23,2.21,SD,1699731583
405,kizel,59.0471,57.6477,38.23,100,99,2.37,RU,1699731584
406,yoko,5.5333,12.3167,68.25,92,100,2.33,CM,1699731584
407,miri,4.4148,114.0089,77.14,94,40,2.3,MY,1699731585
408,vodnyy,63.5046,53.4095,30.42,85,100,7.14,RU,1699731586
409,mankivka,49.5923,38.4048,46.9,56,100,20.22,UA,1699731587
410,kardla,58.9978,22.7492,42.06,93,100,4.27,EE,1699731587
411,yerofey pavlovich,53.9667,121.9667,11.01,73,99,4.07,RU,1699731588
412,chengdu,30.6667,104.0667,54.43,93,75,13.42,CN,1699731508
413,partenit,44.578,34.3446,59.81,94,100,23.09,UA,1699731589
414,strelka,58.0728,93.0344,22.26,87,100,3.15,RU,1699731590
415,fada,9.5667,8.3,74.57,45,46,1.03,NG,1699731591
416,vom,9.7333,8.7833,70.57,30,43,3.94,NG,1699731592
417,remire-montjoly,4.9167,-52.2667,83.17,75,7,12.03,GF,1699731592
418,murudeshwara,14.0943,74.4845,78.42,63,82,5.93,IN,1699731593
419,isangel,-19.55,169.2667,74.17,68,13,15.59,VU,1699731594
420,heroica matamoros,25.8833,-97.5,61.86,97,100,16.11,MX,1699731449
421,alamosa,37.4695,-105.87,40.98,45,0,0.0,US,1699731595
422,barra de santo antonio,-9.4047,-35.5072,85.28,68,76,11.05,BR,1699731596
423,tayu,-6.5397,111.0518,78.76,81,22,6.58,ID,1699731597
424,powell river,49.8496,-124.5361,53.24,76,75,2.3,CA,1699731597
425,pisco,-13.7,-76.2167,71.65,78,100,11.5,PE,1699731598
426,stuarts draft,38.0301,-79.0336,61.36,33,0,0.0,US,1699730870
427,namibe,-15.1961,12.1522,69.48,80,90,3.96,AO,1699731351
428,hafar al-batin,28.4328,45.9708,68.58,34,0,5.75,SA,1699731600
429,gadzhiyevo,69.2551,33.3362,21.85,89,91,6.49,RU,1699731413
430,ostroleka,53.0862,21.5757,44.92,87,100,5.12,PL,1699731570
431,piti village,13.4626,144.6933,83.28,78,0,14.97,GU,1699731604
432,new norfolk,-42.7826,147.0587,48.7,81,93,3.42,AU,1699731605
433,christchurch,-43.5333,172.6333,63.54,89,55,4.61,NZ,1699731320
434,nova vicosa,-17.8919,-39.3719,80.55,68,0,17.34,BR,1699731606
435,devarkonda,16.7,78.9333,72.21,76,15,0.74,IN,1699731607
436,vila velha,-20.3297,-40.2925,84.15,81,0,20.71,BR,1699731608
437,protaras,35.0125,34.0583,68.99,91,100,9.8,CY,1699731609
438,valenca do piaui,-6.4075,-41.7456,98.47,15,63,6.64,BR,1699731611
439,pirapora do bom jesus,-23.3969,-47.0022,95.0,30,6,4.07,BR,1699731612
440,jilib,0.4883,42.7854,77.13,87,59,4.23,SO,1699731613
441,istgah-e rah ahan-e garmsar,35.2346,52.3094,62.51,39,16,4.5,IR,1699731614
442,yeppoon,-23.1333,150.7333,67.78,66,81,11.25,AU,1699731614
443,hadibu,12.65,54.0333,79.84,86,100,13.33,YE,1699731615
444,charlottetown,46.2352,-63.1267,35.78,97,100,6.91,CA,1699731616
445,chinnachowk,14.4752,78.8354,71.55,90,36,3.0,IN,1699731617
446,pasni,25.2631,63.471,77.22,55,6,2.86,PK,1699731618
447,island harbour,50.724,-1.2758,48.47,90,100,7.0,GB,1699731336
448,jingdezhen,29.2947,117.2079,52.66,94,100,4.59,CN,1699731619
449,pangody,65.85,74.4859,30.97,98,100,14.25,RU,1699731620
450,alma,48.5501,-71.6491,31.21,83,100,9.51,CA,1699731621
451,holyhead,53.3062,-4.6321,47.28,87,88,4.61,GB,1699731622
452,tromso,69.6496,18.957,30.22,86,40,5.75,NO,1699731544
453,ilhabela,-23.7781,-45.3581,78.49,81,1,6.67,BR,1699731624
454,shiyan,32.6475,110.7781,39.76,93,60,4.43,CN,1699731625
455,ghadamis,30.1337,9.5007,67.73,34,0,5.55,LY,1699731626
456,kourou,5.1552,-52.6478,83.98,71,9,11.32,GF,1699731626
457,tsengel,49.4783,100.8894,8.28,80,1,2.53,MN,1699731627
458,nemuro,43.3236,145.575,34.74,71,4,13.02,JP,1699731628
459,derzhavinsk,51.1,66.3167,40.91,85,89,10.29,KZ,1699731629
460,malinyi,-8.9333,36.1333,81.07,59,100,2.48,TZ,1699731630
461,egilsstadir,65.2653,-14.3948,19.31,86,0,4.61,IS,1699731631
462,mana,5.6592,-53.7767,83.57,72,14,15.5,GF,1699731632
463,ra-ngae,6.2968,101.7284,79.12,94,100,3.58,TH,1699731632
464,linden,6.0,-58.3,85.32,60,100,3.76,GY,1699731633
465,jimma,7.6667,36.8333,60.76,89,100,1.05,ET,1699731634
466,hilo,19.7297,-155.09,75.25,96,100,10.36,US,1699731599
467,hithadhoo,-0.6,73.0833,80.98,83,28,10.74,MV,1699731636
468,amasra,41.7463,32.3863,67.37,62,100,8.66,TR,1699731637
469,nejo,9.5,35.5,57.81,83,14,2.01,ET,1699731637
470,taltal,-25.4,-70.4833,68.13,63,22,8.43,CL,1699731638
471,tadine,-21.55,167.8833,72.97,66,52,20.02,NC,1699731639
472,vylkove,45.4021,29.586,57.31,68,41,13.29,UA,1699731640
473,lyangasovo,58.5176,49.4472,36.0,79,99,4.0,RU,1699731641
474,bilovods'k,49.2085,39.5897,47.01,56,100,19.04,UA,1699731641
475,chernyshevskiy,63.0128,112.4714,12.45,85,100,9.19,RU,1699731642
476,port alfred,-33.5906,26.891,65.17,88,34,4.0,ZA,1699731643
477,gongchangling,41.1167,123.45,19.02,69,12,3.06,CN,1699731644
478,weno,7.4515,151.8468,82.35,89,40,8.05,FM,1699731645
479,waingapu,-9.6567,120.2641,80.49,78,100,1.36,ID,1699731646
480,novoagansk,61.9449,76.6625,32.52,98,100,7.81,RU,1699731646
481,urucui,-7.2294,-44.5561,99.1,21,9,5.97,BR,1699731648
482,timbuktu,16.7735,-3.0074,87.55,14,0,8.37,ML,1699731648
483,constitucion,-35.3333,-72.4167,50.52,87,100,10.94,CL,1699731649
484,shalkar,47.8288,59.6258,40.87,79,100,18.16,KZ,1699731650
485,ta`u,-14.2336,-169.5144,81.57,80,54,11.1,AS,1699731651
486,inhambane,-23.865,35.3833,75.18,78,20,13.8,MZ,1699731651
487,naracoorte,-36.9579,140.7383,42.73,94,14,4.76,AU,1699731652
488,jaguarari,-10.2639,-40.1958,88.66,21,0,9.17,BR,1699731600
489,san juan de miraflores,-12.1629,-76.9635,72.12,76,51,10.13,PE,1699731653
490,tyumentsevo,53.3224,81.498,35.49,91,100,9.4,RU,1699731654
491,lincheng,19.9078,109.6858,76.68,91,10,9.53,CN,1699731655
492,eastham,41.8301,-69.9739,50.32,56,0,8.99,US,1699731655
493,puerto lleras,3.0223,-73.4044,87.17,62,50,4.03,CO,1699731656
494,yeniseysk,58.4497,92.1703,21.94,87,100,4.0,RU,1699731657
495,mazatlan,23.2167,-106.4167,80.91,79,100,4.0,MX,1699731640
496,sakaiminato,35.55,133.2333,53.58,100,75,8.05,JP,1699731659
497,arochukwu,5.3898,7.914,75.49,95,100,3.47,NG,1699731659
498,taoudenni,22.6783,-3.9836,82.29,11,1,5.84,ML,1699731660
499,urengoy,65.9667,78.3667,24.26,97,100,10.38,RU,1699731661
500,changji,44.0167,87.3167,32.79,100,100,4.47,CN,1699731661
501,dakhla,23.6848,-15.958,69.12,80,9,17.56,EH,1699731662
502,bechar,31.6167,-2.2167,71.92,28,0,5.75,DZ,1699731663
503,aldan,58.6031,125.3894,12.97,90,100,11.34,RU,1699731664
504,amga,60.8953,131.9608,9.27,96,100,3.11,RU,1699731665
505,chegdomyn,51.1167,133.0167,1.81,99,49,0.83,RU,1699731665
506,kiruna,67.8557,20.2251,22.12,100,100,0.0,SE,1699731666
507,agapovka,53.2973,59.1348,40.93,94,100,12.21,RU,1699731667
508,chos malal,-37.3781,-70.2709,53.74,52,76,23.4,AR,1699731668
509,buala,-8.145,159.5921,79.74,87,100,7.87,SB,1699731669
510,le plateau,5.3604,-3.89,81.66,83,40,9.22,CI,1699731669
511,puerto princesa,9.7392,118.7353,78.67,85,67,3.2,PH,1699731670
512,sao joao da barra,-21.6403,-41.0511,86.09,84,0,17.45,BR,1699731499
513,port macquarie,-31.4333,152.9167,61.9,84,16,12.73,AU,1699731424
514,chehalis,46.662,-122.964,52.65,93,75,9.22,US,1699731672
515,antonio enes,-16.2325,39.9086,76.37,75,1,7.85,MZ,1699731673
516,rongelap,11.1635,166.8941,81.3,82,100,16.89,MH,1699731674
517,maragogi,-9.0122,-35.2225,79.45,66,53,11.18,BR,1699731675
518,qarqaraly,49.4058,75.4742,38.16,82,100,12.1,KZ,1699731676
519,hasaki,35.7333,140.8333,52.29,70,100,17.38,JP,1699731676
520,saint-valery-en-caux,49.8667,0.7333,42.84,91,100,9.22,FR,1699731677
521,aomori,40.8244,140.74,38.52,89,88,10.0,JP,1699731678
522,filadelfia,39.9523,-75.1638,57.88,47,75,12.66,US,1699731446
523,yelizovo,53.1873,158.3805,35.74,51,75,20.13,RU,1699731680
524,plettenberg bay,-34.0527,23.3716,62.53,74,72,11.45,ZA,1699731681
525,sur,22.5667,59.5289,79.03,57,96,7.83,OM,1699731682
526,ghazni,33.5536,68.4269,43.84,29,44,0.74,AF,1699731682
527,watampone,-4.5386,120.3279,76.71,86,33,3.58,ID,1699731683
528,palikir - national government center,6.9248,158.1611,75.94,94,75,3.44,FM,1699731427
529,bellary,15.15,76.9333,70.99,79,29,5.68,IN,1699731684
530,jinjiang,24.8198,118.5741,71.02,71,82,11.25,CN,1699731685
531,tevriz,57.509,72.4042,32.18,99,100,2.66,RU,1699731686
532,rio verde de mato grosso,-18.9181,-54.8442,106.21,14,45,12.37,BR,1699731687
533,paita,-5.0892,-81.1144,73.44,71,48,18.23,PE,1699731688
534,glace bay,46.1969,-59.957,43.05,70,40,12.66,CA,1699731321
535,beni mellal,32.3373,-6.3498,69.42,37,0,8.05,MA,1699731689
536,santa isabel,-23.3156,-46.2214,94.3,28,15,6.31,BR,1699731439
537,zubova polyana,54.0771,42.8372,38.08,89,100,8.03,RU,1699731690
538,kisangani,0.5167,25.2,68.58,98,98,1.77,CD,1699731691
539,chebba,35.2372,11.115,67.95,65,41,10.8,TN,1699731692
540,canutama,-6.5339,-64.3831,95.79,38,86,0.98,BR,1699731693
541,ormara,25.2088,64.6357,78.91,51,40,7.23,PK,1699731693
542,sharypovo,55.5403,89.2008,33.26,83,100,5.01,RU,1699731663
543,tommot,58.9564,126.2925,18.09,88,100,14.16,RU,1699731695
544,bodo,67.28,14.405,32.04,64,0,24.16,NO,1699731696
545,pampa del indio,-26.0647,-59.919,112.57,17,99,11.65,AR,1699731696
546,tres arroyos,-38.3739,-60.2798,80.58,19,0,8.5,AR,1699731697
547,bel ombre,-4.6167,55.4167,80.44,83,20,6.91,SC,1699731698
548,quibala,-10.7337,14.98,63.99,97,100,1.81,AO,1699731698
549,ola,59.5833,151.2833,-0.51,82,6,11.95,RU,1699731699
550,basco,20.4487,121.9702,81.34,66,6,11.83,PH,1699731700
551,lorengau,-2.0226,147.2712,79.92,79,100,8.16,PG,1699731701
552,san angelo,31.4638,-100.437,58.59,84,100,3.44,US,1699731702
553,anchorage,61.2181,-149.9003,28.31,93,100,5.75,US,1699731533
554,laguna,38.421,-121.4238,70.02,47,0,4.61,US,1699731703
555,kencong,-8.2833,113.3667,76.46,89,12,2.01,ID,1699731704
556,talara,-4.5772,-81.2719,79.56,61,0,16.11,PE,1699731486
557,namie,37.4833,141.0,40.71,84,100,4.63,JP,1699731705
558,polur,12.5,79.1333,71.38,91,100,4.59,IN,1699731706
559,mahina,-17.5065,-149.489,87.57,58,20,13.8,PF,1699731707
560,bima,-8.4667,118.7167,76.71,91,83,3.29,ID,1699731707
561,stornoway,58.2093,-6.3865,44.56,81,100,6.91,GB,1699731708
562,mstsislaw,54.0192,31.7257,39.49,90,100,13.44,BY,1699731709
563,fort mcmurray,56.7268,-111.381,33.39,80,100,14.97,CA,1699731710
564,santo antonio do leverger,-15.8656,-56.0767,104.38,21,85,7.49,BR,1699731711
565,riverton,40.5219,-111.9391,56.05,29,0,10.36,US,1699731712
566,hachinohe,40.5,141.5,35.74,88,16,5.75,JP,1699731713
567,katsuura,35.1333,140.3,58.01,81,100,15.3,JP,1699731713
568,richards bay,-28.783,32.0377,72.39,85,99,9.66,ZA,1699731456
569,akureyri,65.6835,-18.0878,22.93,86,0,2.3,IS,1699731715
570,uttar char fasson,22.2332,90.7132,73.4,67,5,8.99,BD,1699731715
571,scotts valley,37.0511,-122.0147,72.72,47,80,1.99,US,1699731716
572,kingston,17.997,-76.7936,92.35,61,20,20.71,JM,1699731717
573,zdolbuniv,50.5206,26.2425,47.14,85,100,7.45,UA,1699731718
574,ugoofaaru,5.6667,73.0,82.42,75,71,5.03,MV,1699731718
575,parchim,53.4263,11.8488,44.1,91,86,5.3,DE,1699731720
576,khost,33.3395,69.9204,56.59,50,8,0.54,AF,1699731721
